Transaction_Date;Fiscal_Year;Customer_ID;Customer_Name;Industry;Industry_Segment;Product;Transaction_Value
06/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2089
06/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2089
06/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2089
05/01/2018;FY2018;777;Customer S0777;Energy;E&S Others;Product F006;2089
05/01/2018;FY2018;777;Customer S0777;Energy;E&S Others;Product F006;2089
05/01/2018;FY2018;777;Customer S0777;Energy;E&S Others;Product F006;2089
05/01/2018;FY2018;777;Customer S0777;Energy;E&S Others;Product F006;2089
05/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2089
05/01/2018;FY2018;777;Customer S0777;Energy;E&S Others;Product F006;2089
05/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2089
05/01/2018;FY2018;777;Customer S0777;Energy;E&S Others;Product F006;2089
05/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2089
05/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2089
04/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2089
04/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2089
04/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2089
04/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2089
02/01/2019;FY2018;286;Customer I0286;Material;Pulp & Paper;Product A008;2090
10/01/2018;FY2018;748;Customer S0748;Material;Chemical;Product A008;2090
09/01/2018;FY2018;877;Customer T0877;Energy;E&S Others;Product T005;2090
03/01/2019;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2091
11/01/2018;FY2018;559;Customer P0559;Energy;Conventional Power;Product F006;2091
01/01/2020;FY2019;574;Customer P0574;Energy;Downstream;Product T005;2092
03/01/2021;FY2020;714;Customer P0714;Material;Chemical;Product C001;2092
09/01/2018;FY2018;927;Customer W0927;Material;Material Others;Product T005;2092
07/01/2022;FY2022;617;Customer P0617;Energy;Upstream;Product T005;2093
12/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product F006;2093
06/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product F006;2093
05/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product F006;2093
02/01/2019;FY2018;286;Customer I0286;Material;Pulp & Paper;Product T005;2093
11/01/2018;FY2018;114;Customer B0114;Energy;Upstream;Product A008;2095
08/01/2020;FY2020;48;Customer A0048;Material;Pulp & Paper;Product T005;2095
05/01/2022;FY2022;327;Customer I0327;Material;Material Others;Product C001;2096
10/01/2020;FY2020;57;Customer A0057;Material;Chemical;Product A008;2097
12/01/2021;FY2021;553;Customer P0553;Material;Pulp & Paper;Product T005;2097
04/01/2021;FY2021;286;Customer I0286;Material;Pulp & Paper;Product T005;2097
11/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product T005;2097
10/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product T005;2097
09/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product T005;2097
07/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product T005;2097
06/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product T005;2097
04/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product T005;2097
10/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product T005;2098
12/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
12/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
12/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
12/01/2022;FY2022;553;Customer P0553;Material;Pulp & Paper;Product F006;2099
11/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
10/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
10/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
10/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
10/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
10/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
10/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
09/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
09/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
09/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
08/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
08/01/2022;FY2022;553;Customer P0553;Material;Pulp & Paper;Product F006;2099
08/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
08/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
07/01/2022;FY2022;553;Customer P0553;Material;Pulp & Paper;Product F006;2099
07/01/2022;FY2022;553;Customer P0553;Material;Pulp & Paper;Product F006;2099
07/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
04/01/2022;FY2022;452;Customer L0452;Material;Pulp & Paper;Product F006;2099
04/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
04/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
02/01/2022;FY2021;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
01/01/2022;FY2021;553;Customer P0553;Material;Pulp & Paper;Product F006;2099
01/01/2022;FY2021;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
01/01/2022;FY2021;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
01/01/2022;FY2021;286;Customer I0286;Material;Pulp & Paper;Product F006;2099
12/01/2021;FY2021;662;Customer P0662;Energy;Conventional Power;Product A008;2099
12/01/2021;FY2021;663;Customer P0663;Energy;Conventional Power;Product A008;2099
08/01/2021;FY2021;633;Customer P0633;Life;Domestic Water;Product T005;2099
01/01/2019;FY2018;69;Customer A0069;Material;Mining & Metals;Product T005;2099
12/01/2018;FY2018;69;Customer A0069;Material;Mining & Metals;Product T005;2099
12/01/2018;FY2018;69;Customer A0069;Material;Mining & Metals;Product T005;2099
06/01/2018;FY2018;919;Customer W0919;Material;Chemical;Product T005;2099
06/01/2018;FY2018;919;Customer W0919;Material;Chemical;Product T005;2099
01/01/2022;FY2021;135;Customer C0135;Energy;Petrochemical;Product T005;2100
01/01/2023;FY2022;286;Customer I0286;Material;Pulp & Paper;Product C001;2100
08/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;2101
03/01/2019;FY2018;400;Customer K0400;Life;F&B;Product C001;2101
12/01/2018;FY2018;922;Customer W0922;Material;Material Others;Product C001;2101
10/01/2018;FY2018;453;Customer L0453;Energy;Petrochemical;Product C001;2101
03/01/2020;FY2019;286;Customer I0286;Material;Pulp & Paper;Product F006;2101
11/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product F006;2101
10/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product F006;2101
07/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product F006;2101
08/01/2022;FY2022;327;Customer I0327;Material;Material Others;Product T005;2102
03/01/2021;FY2020;924;Customer W0924;Material;Chemical;Product T005;2102
03/01/2021;FY2020;816;Customer S0816;Material;Chemical;Product T005;2103
02/01/2021;FY2020;816;Customer S0816;Material;Chemical;Product T005;2103
04/01/2022;FY2022;662;Customer P0662;Energy;Conventional Power;Product A008;2103
04/01/2022;FY2022;663;Customer P0663;Energy;Conventional Power;Product A008;2103
01/01/2021;FY2020;381;Customer K0381;Material;Chemical;Product T005;2104
03/01/2021;FY2020;714;Customer P0714;Material;Chemical;Product P002;2105
01/01/2019;FY2018;232;Customer G0232;Material;Chemical;Product C001;2105
10/01/2018;FY2018;819;Customer S0819;Material;Chemical;Product C001;2105
02/01/2023;FY2022;829;Customer S0829;Material;Pulp & Paper;Product T005;2106
08/01/2022;FY2022;115;Customer B0115;Material;Chemical;Product P002;2106
04/01/2019;FY2019;454;Customer L0454;Material;Chemical;Product T005;2106
04/01/2019;FY2019;454;Customer L0454;Material;Chemical;Product T005;2106
09/01/2018;FY2018;191;Customer E0191;Material;Chemical;Product T005;2106
08/01/2018;FY2018;911;Customer U0911;Material;Chemical;Product T005;2106
09/01/2019;FY2019;874;Customer T0874;Energy;E&S Others;Product T005;2107
09/01/2019;FY2019;874;Customer T0874;Energy;E&S Others;Product T005;2107
09/01/2022;FY2022;115;Customer B0115;Material;Chemical;Product C001;2108
10/01/2018;FY2018;718;Customer P0718;Material;Chemical;Product A008;2109
05/01/2018;FY2018;596;Customer P0596;Material;Chemical;Product A008;2109
08/01/2022;FY2022;874;Customer T0874;Energy;E&S Others;Product T005;2110
06/01/2022;FY2022;874;Customer T0874;Energy;E&S Others;Product T005;2110
04/01/2022;FY2022;874;Customer T0874;Energy;E&S Others;Product T005;2110
04/01/2022;FY2022;874;Customer T0874;Energy;E&S Others;Product T005;2110
04/01/2022;FY2022;874;Customer T0874;Energy;E&S Others;Product T005;2110
02/01/2022;FY2021;874;Customer T0874;Energy;E&S Others;Product T005;2110
03/01/2022;FY2021;642;Customer P0642;Material;Chemical;Product I004;2110
12/01/2021;FY2021;662;Customer P0662;Energy;Conventional Power;Product A008;2110
12/01/2021;FY2021;663;Customer P0663;Energy;Conventional Power;Product A008;2110
11/01/2021;FY2021;473;Customer M0473;Energy;Upstream;Product F006;2111
11/01/2021;FY2021;473;Customer M0473;Energy;Upstream;Product F006;2111
11/01/2021;FY2021;473;Customer M0473;Energy;Upstream;Product F006;2111
11/01/2021;FY2021;473;Customer M0473;Energy;Upstream;Product F006;2111
05/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product T005;2111
05/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product T005;2111
02/01/2023;FY2022;604;Customer P0604;Energy;Downstream;Product F006;2112
01/01/2022;FY2021;286;Customer I0286;Material;Pulp & Paper;Product T005;2112
07/01/2021;FY2021;286;Customer I0286;Material;Pulp & Paper;Product F006;2113
12/01/2020;FY2020;553;Customer P0553;Material;Pulp & Paper;Product F006;2113
09/01/2018;FY2018;216;Customer E0216;Material;Mining & Metals;Product T005;2113
09/01/2018;FY2018;216;Customer E0216;Material;Mining & Metals;Product T005;2113
09/01/2018;FY2018;216;Customer E0216;Material;Mining & Metals;Product T005;2113
07/01/2021;FY2021;527;Customer M0527;Material;Chemical;Product T005;2113
03/01/2022;FY2021;714;Customer P0714;Material;Chemical;Product T005;2114
01/01/2022;FY2021;714;Customer P0714;Material;Chemical;Product T005;2114
05/01/2019;FY2019;901;Customer T0901;Energy;Upstream;Product T005;2114
12/01/2022;FY2022;559;Customer P0559;Energy;Conventional Power;Product T005;2116
11/01/2022;FY2022;926;Customer W0926;Material;Chemical;Product T005;2116
03/01/2019;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2116
04/01/2019;FY2019;454;Customer L0454;Material;Chemical;Product T005;2119
04/01/2020;FY2020;584;Customer P0584;Material;Chemical;Product F006;2120
10/01/2021;FY2021;516;Customer M0516;Energy;E&S Others;Product T005;2120
08/01/2021;FY2021;516;Customer M0516;Energy;E&S Others;Product T005;2120
07/01/2021;FY2021;516;Customer M0516;Energy;E&S Others;Product T005;2120
11/01/2021;FY2021;874;Customer T0874;Energy;E&S Others;Product F006;2121
07/01/2021;FY2021;874;Customer T0874;Energy;E&S Others;Product F006;2121
04/01/2021;FY2021;461;Customer M0461;Energy;E&S Others;Product F006;2121
04/01/2021;FY2021;88;Customer B0088;Material;Mining & Metals;Product F006;2121
12/01/2020;FY2020;874;Customer T0874;Energy;E&S Others;Product F006;2121
08/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product F006;2121
08/01/2020;FY2020;216;Customer E0216;Material;Mining & Metals;Product F006;2121
08/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product F006;2121
06/01/2020;FY2020;547;Customer O0547;Material;Pulp & Paper;Product F006;2121
05/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product F006;2121
05/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product F006;2121
05/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product F006;2121
05/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product F006;2121
05/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product F006;2121
05/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product F006;2121
05/01/2022;FY2022;516;Customer M0516;Energy;E&S Others;Product T005;2122
05/01/2022;FY2022;342;Customer I0342;Material;Chemical;Product T005;2122
04/01/2022;FY2022;342;Customer I0342;Material;Chemical;Product T005;2122
04/01/2022;FY2022;342;Customer I0342;Material;Chemical;Product T005;2122
02/01/2020;FY2019;304;Customer I0304;Life;F&B;Product F006;2122
12/01/2018;FY2018;655;Customer P0655;Energy;Conventional Power;Product A008;2122
09/01/2018;FY2018;636;Customer P0636;Material;Chemical;Product T005;2122
01/01/2021;FY2020;789;Customer S0789;Material;Mining & Metals;Product T005;2122
10/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product T005;2122
08/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product T005;2123
08/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product T005;2123
06/01/2019;FY2019;742;Customer S0742;Energy;Upstream;Product T005;2124
06/01/2019;FY2019;742;Customer S0742;Energy;Upstream;Product T005;2124
06/01/2019;FY2019;742;Customer S0742;Energy;Upstream;Product T005;2124
06/01/2019;FY2019;742;Customer S0742;Energy;Upstream;Product T005;2124
06/01/2019;FY2019;742;Customer S0742;Energy;Upstream;Product T005;2124
06/01/2019;FY2019;742;Customer S0742;Energy;Upstream;Product T005;2124
09/01/2018;FY2018;545;Customer N0545;Material;Material Others;Product P002;2124
12/01/2022;FY2022;747;Customer S0747;Material;Chemical;Product F006;2126
03/01/2020;FY2019;606;Customer P0606;Energy;Downstream;Product T005;2126
11/01/2019;FY2019;191;Customer E0191;Material;Chemical;Product T005;2126
08/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2128
11/01/2022;FY2022;135;Customer C0135;Energy;Petrochemical;Product T005;2129
01/01/2021;FY2020;789;Customer S0789;Material;Mining & Metals;Product T005;2129
10/01/2020;FY2020;553;Customer P0553;Material;Pulp & Paper;Product T005;2129
08/01/2018;FY2018;191;Customer E0191;Material;Chemical;Product T005;2129
11/01/2022;FY2022;833;Customer S0833;Material;Pulp & Paper;Product F006;2130
11/01/2022;FY2022;606;Customer P0606;Energy;Downstream;Product T005;2131
11/01/2022;FY2022;606;Customer P0606;Energy;Downstream;Product T005;2131
06/01/2020;FY2020;488;Customer M0488;Material;Pulp & Paper;Product T005;2132
04/01/2020;FY2020;827;Customer S0827;Material;Pulp & Paper;Product T005;2132
02/01/2020;FY2019;928;Customer W0928;Material;Chemical;Product C001;2132
12/01/2019;FY2019;212;Customer E0212;Energy;E&S Others;Product C001;2132
05/01/2019;FY2019;516;Customer M0516;Energy;E&S Others;Product C001;2132
05/01/2019;FY2019;868;Customer T0868;Material;Material Others;Product C001;2132
04/01/2019;FY2019;788;Customer S0788;Material;Chemical;Product C001;2132
04/01/2019;FY2019;631;Customer P0631;Energy;Upstream;Product C001;2132
02/01/2023;FY2022;57;Customer A0057;Material;Chemical;Product T005;2133
02/01/2023;FY2022;57;Customer A0057;Material;Chemical;Product T005;2133
04/01/2019;FY2019;221;Customer F0221;Material;Pulp & Paper;Product T005;2133
08/01/2020;FY2020;551;Customer P0551;Life;F&B;Product C001;2134
04/01/2020;FY2020;551;Customer P0551;Life;F&B;Product C001;2134
07/01/2018;FY2018;819;Customer S0819;Material;Chemical;Product C001;2135
06/01/2022;FY2022;478;Customer M0478;Energy;E&S Others;Product T005;2136
12/01/2019;FY2019;359;Customer I0359;Material;Chemical;Product T005;2136
07/01/2019;FY2019;783;Customer S0783;Material;Chemical;Product T005;2136
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
02/01/2021;FY2020;628;Customer P0628;Energy;Upstream;Product T005;2137
11/01/2019;FY2019;676;Customer P0676;Energy;E&S Others;Product T005;2137
09/01/2022;FY2022;546;Customer N0546;Life;F&B;Product T005;2140
05/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product T005;2140
04/01/2022;FY2022;72;Customer B0072;Energy;Upstream;Product T005;2140
04/01/2022;FY2022;553;Customer P0553;Material;Pulp & Paper;Product T005;2140
04/01/2022;FY2022;72;Customer B0072;Energy;Upstream;Product T005;2140
04/01/2022;FY2022;72;Customer B0072;Energy;Upstream;Product T005;2140
04/01/2022;FY2022;72;Customer B0072;Energy;Upstream;Product T005;2140
04/01/2022;FY2022;72;Customer B0072;Energy;Upstream;Product T005;2140
04/01/2022;FY2022;72;Customer B0072;Energy;Upstream;Product T005;2140
04/01/2022;FY2022;72;Customer B0072;Energy;Upstream;Product T005;2140
07/01/2022;FY2022;527;Customer M0527;Material;Chemical;Product T005;2141
12/01/2019;FY2019;603;Customer P0603;Energy;Downstream;Product T005;2141
12/01/2019;FY2019;603;Customer P0603;Energy;Downstream;Product T005;2141
06/01/2020;FY2020;669;Customer P0669;Energy;Conventional Power;Product T005;2141
02/01/2023;FY2022;629;Customer P0629;Energy;Upstream;Product T005;2142
02/01/2023;FY2022;630;Customer P0630;Energy;Upstream;Product T005;2142
02/01/2023;FY2022;629;Customer P0629;Energy;Upstream;Product T005;2142
02/01/2023;FY2022;630;Customer P0630;Energy;Upstream;Product T005;2142
02/01/2023;FY2022;629;Customer P0629;Energy;Upstream;Product T005;2142
02/01/2023;FY2022;630;Customer P0630;Energy;Upstream;Product T005;2142
02/01/2023;FY2022;629;Customer P0629;Energy;Upstream;Product T005;2142
02/01/2023;FY2022;630;Customer P0630;Energy;Upstream;Product T005;2142
02/01/2023;FY2022;629;Customer P0629;Energy;Upstream;Product T005;2142
02/01/2023;FY2022;630;Customer P0630;Energy;Upstream;Product T005;2142
02/01/2023;FY2022;629;Customer P0629;Energy;Upstream;Product T005;2142
02/01/2023;FY2022;630;Customer P0630;Energy;Upstream;Product T005;2142
02/01/2023;FY2022;629;Customer P0629;Energy;Upstream;Product T005;2142
02/01/2023;FY2022;630;Customer P0630;Energy;Upstream;Product T005;2142
02/01/2023;FY2022;629;Customer P0629;Energy;Upstream;Product T005;2142
02/01/2023;FY2022;630;Customer P0630;Energy;Upstream;Product T005;2142
11/01/2022;FY2022;642;Customer P0642;Material;Chemical;Product T005;2142
11/01/2022;FY2022;642;Customer P0642;Material;Chemical;Product T005;2142
10/01/2019;FY2019;450;Customer L0450;Life;Life Science;Product A008;2142
02/01/2022;FY2021;491;Customer M0491;Energy;Conventional Power;Product A008;2142
11/01/2021;FY2021;44;Customer A0044;Energy;E&S Others;Product F006;2142
09/01/2021;FY2021;286;Customer I0286;Material;Pulp & Paper;Product F006;2142
05/01/2021;FY2021;286;Customer I0286;Material;Pulp & Paper;Product F006;2142
02/01/2021;FY2020;304;Customer I0304;Life;F&B;Product F006;2142
11/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product F006;2142
09/01/2020;FY2020;44;Customer A0044;Energy;E&S Others;Product F006;2142
05/01/2020;FY2020;445;Customer L0445;Material;Chemical;Product F006;2142
06/01/2018;FY2018;114;Customer B0114;Energy;Upstream;Product T005;2142
04/01/2022;FY2022;816;Customer S0816;Material;Chemical;Product T005;2145
03/01/2022;FY2021;816;Customer S0816;Material;Chemical;Product T005;2145
10/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product T005;2145
10/01/2020;FY2020;527;Customer M0527;Material;Chemical;Product T005;2145
04/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product T005;2145
06/01/2021;FY2021;57;Customer A0057;Material;Chemical;Product T005;2145
10/01/2018;FY2018;199;Customer E0199;Material;Chemical;Product T005;2145
10/01/2018;FY2018;199;Customer E0199;Material;Chemical;Product T005;2145
06/01/2021;FY2021;191;Customer E0191;Material;Chemical;Product T005;2146
10/01/2022;FY2022;789;Customer S0789;Material;Mining & Metals;Product T005;2146
04/01/2022;FY2022;874;Customer T0874;Energy;E&S Others;Product T005;2146
12/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product F006;2147
10/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product F006;2147
11/01/2018;FY2018;69;Customer A0069;Material;Mining & Metals;Product T005;2148
09/01/2018;FY2018;69;Customer A0069;Material;Mining & Metals;Product T005;2148
05/01/2018;FY2018;69;Customer A0069;Material;Mining & Metals;Product T005;2148
05/01/2018;FY2018;69;Customer A0069;Material;Mining & Metals;Product T005;2148
01/01/2019;FY2018;659;Customer P0659;Energy;Conventional Power;Product T005;2148
08/01/2019;FY2019;786;Customer S0786;Material;Chemical;Product F006;2149
11/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product A008;2149
04/01/2019;FY2019;171;Customer D0171;Material;Chemical;Product C001;2149
12/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product T005;2149
04/01/2020;FY2020;911;Customer U0911;Material;Chemical;Product T005;2151
04/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2151
09/01/2022;FY2022;227;Customer F0227;Material;Mining & Metals;Product F006;2152
03/01/2022;FY2021;830;Customer S0830;Material;Mining & Metals;Product C001;2152
11/01/2021;FY2021;356;Customer I0356;Material;Pulp & Paper;Product C001;2152
06/01/2021;FY2021;915;Customer V0915;Material;Mining & Metals;Product C001;2152
05/01/2021;FY2021;49;Customer A0049;Life;F&B;Product C001;2152
03/01/2021;FY2020;771;Customer S0771;Life;F&B;Product C001;2152
12/01/2020;FY2020;533;Customer N0533;Energy;E&S Others;Product C001;2152
06/01/2020;FY2020;723;Customer R0723;Material;Pulp & Paper;Product C001;2152
06/01/2020;FY2020;338;Customer I0338;Material;Material Others;Product C001;2153
03/01/2019;FY2018;135;Customer C0135;Energy;Petrochemical;Product T005;2154
12/01/2019;FY2019;461;Customer M0461;Energy;E&S Others;Product T005;2154
06/01/2019;FY2019;724;Customer R0724;Energy;Conventional Power;Product A008;2154
06/01/2022;FY2022;536;Customer N0536;Material;Chemical;Product T005;2155
06/01/2022;FY2022;537;Customer N0537;Material;Chemical;Product T005;2155
04/01/2022;FY2022;536;Customer N0536;Material;Chemical;Product T005;2155
04/01/2022;FY2022;537;Customer N0537;Material;Chemical;Product T005;2155
04/01/2021;FY2021;922;Customer W0922;Material;Material Others;Product C001;2156
05/01/2022;FY2022;536;Customer N0536;Material;Chemical;Product T005;2156
05/01/2022;FY2022;537;Customer N0537;Material;Chemical;Product T005;2156
07/01/2021;FY2021;813;Customer S0813;Life;F&B;Product T005;2156
04/01/2021;FY2021;791;Customer S0791;Material;Chemical;Product T005;2156
12/01/2020;FY2020;813;Customer S0813;Life;F&B;Product T005;2156
08/01/2022;FY2022;327;Customer I0327;Material;Material Others;Product T005;2157
11/01/2021;FY2021;286;Customer I0286;Material;Pulp & Paper;Product F006;2157
11/01/2018;FY2018;161;Customer D0161;Life;F&B;Product C001;2157
07/01/2018;FY2018;588;Customer P0588;Life;F&B;Product C001;2157
11/01/2021;FY2021;629;Customer P0629;Energy;Upstream;Product T005;2158
11/01/2021;FY2021;630;Customer P0630;Energy;Upstream;Product T005;2158
02/01/2021;FY2020;286;Customer I0286;Material;Pulp & Paper;Product T005;2158
03/01/2023;FY2022;286;Customer I0286;Material;Pulp & Paper;Product T005;2159
01/01/2023;FY2022;286;Customer I0286;Material;Pulp & Paper;Product T005;2159
01/01/2023;FY2022;286;Customer I0286;Material;Pulp & Paper;Product T005;2159
03/01/2019;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2159
03/01/2019;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2159
03/01/2019;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2159
04/01/2018;FY2018;286;Customer I0286;Material;Pulp & Paper;Product F006;2159
10/01/2019;FY2019;678;Customer P0678;Energy;Conventional Power;Product F006;2160
11/01/2021;FY2021;874;Customer T0874;Energy;E&S Others;Product T005;2163
11/01/2021;FY2021;874;Customer T0874;Energy;E&S Others;Product T005;2163
12/01/2021;FY2021;516;Customer M0516;Energy;E&S Others;Product F006;2164
07/01/2022;FY2022;527;Customer M0527;Material;Chemical;Product T005;2165
09/01/2018;FY2018;354;Customer I0354;Life;F&B;Product T005;2165
08/01/2022;FY2022;381;Customer K0381;Material;Chemical;Product A008;2165
06/01/2022;FY2022;286;Customer I0286;Material;Pulp & Paper;Product F006;2165
10/01/2019;FY2019;48;Customer A0048;Material;Pulp & Paper;Product T005;2166
06/01/2020;FY2020;286;Customer I0286;Material;Pulp & Paper;Product F006;2167
12/01/2018;FY2018;308;Customer I0308;Material;Mining & Metals;Product C001;2167
07/01/2022;FY2022;221;Customer F0221;Material;Pulp & Paper;Product T005;2168
07/01/2022;FY2022;221;Customer F0221;Material;Pulp & Paper;Product T005;2168
03/01/2020;FY2019;608;Customer P0608;Energy;Upstream;Product F006;2169
12/01/2019;FY2019;286;Customer I0286;Material;Pulp & Paper;Product T005;2170
07/01/2021;FY2021;808;Customer S0808;Energy;Renewable Power;Product T005;2170
02/01/2022;FY2021;874;Customer T0874;Energy;E&S Others;Product F006;2171
08/01/2019;FY2019;221;Customer F0221;Material;Pulp & Paper;Product C001;2171
05/01/2019;FY2019;135;Customer C0135;Energy;Petrochemical;Product T005;2172
09/01/2021;FY2021;115;Customer B0115;Material;Chemical;Product T005;2173
